pagePath,pageTitle,screenPageViews,activeUsers
/product/anti-slip-conformable-aluminium-glass/,RE3950BL Anti-slip Conformable Aluminium Glass | Tenacious Tapes,1,1
/product/anti-slip-conformable-aluminium-yb/,E3900YB Anti-slip Conformable Aluminium YB | Tenacious Tapes,1,1
/product/anti-slip-grit-heavy-black/,RE3500BL Anti-slip Grit Heavy Black | Tenacious Tapes,1,1
/product/anti-slip-medium-grit-yb/,E3400YB Anti-slip Medium Grit YB | Tenacious Tapes,1,1
/product/anti-slip-polyurethane-cloth/,Anti-slip Polyurethane Cloth – Tenacious Tapes,1,1
/product/anti-slip-pu-grey/,Page not found – Tenacious Tapes,1,1
/product/auto-crepe-masking/,Auto Crepe Masking Tape – Tenacious Tapes,1,1
/product/cloth-tape-hazard/,K185 Cloth Tape Hazard | Tenacious Tapes,1,1
/product/cloth-tape-matt/,Cloth Tape Matt – Tenacious Tapes,1,1
/product/copper-foil-conductive-adhesive/,U7440 Copper Foil Conductive Adhesive | Tenacious Tapes,1,1
/product/crepe-picture-frame-tape-2/,Crepe Picture Frame Tape | Tenacious Tapes,1,1
/product/dance-floor-ppvc/,AT208 Dance Floor Tape | Tenacious Tapes,1,1
/product/double-sided-economy-cloth-tape/,G228 Double Sided Economy Cloth Tape | Tenacious Tapes,1,1
/product/double-sided-filmic-mounting-tape/,N392 Double Sided Filmic Mounting Tape | Tenacious Tapes,1,1
/product/double-sided-polyethylene-foam-tape/,N599 Double Sided Polyethylene Foam Tape | Tenacious Tapes,1,1
/product/ds-acrylic-scrim/,S1338 DS Acrylic Scrim | Tenacious Tapes,1,1
/product/ds-adhesive-transfer-pure-acrylic-tape/,S1375 DS Adhesive Transfer Pure Acrylic Tape | Tenacious Tapes,1,1
/product/ds-adhesive-transfer-pure-acrylic/,S1377 DS Adhesive Transfer Pure Acrylic | Tenacious Tapes,1,1
/product/ds-butyl-black-2-0mm/,K5932 DS Butyl Black 2.0mm | Tenacious Tapes,1,1
/product/ds-cloth-exhibition/,S1362 DS Cloth Exhibition | Tenacious Tapes,1,1
/product/ds-foam-acrylic-0-8mm/,T708GX DS Foam Acrylic 0.8mm | Tenacious Tapes,1,1
/product/ds-foam-acrylic-2-0mm/,T720C DS Foam Acrylic 2.0mm | Tenacious Tapes,1,1
/product/ds-foam-acrylic-grey-1-1mm/,T711GX DS Foam Acrylic Grey 1.1mm | Tenacious Tapes,1,1
/product/ds-foam-acrylic-tape/,T723WM DS Foam Acrylic Tape | Tenacious Tapes,1,1
/product/ds-foam-economy-acrylic/,SIPF01 DS Foam Economy Acrylic | Tenacious Tapes,1,1
/product/ds-foam-low-energy-surfaces-acrylic-0-6mm/,T706WL DS Foam Low Energy Surfaces Acrylic 0.6mm | Tenacious Tapes,1,1
/product/ds-modified-acrylic-transfer/,U1712 DS Modified Acrylic Transfer | Tenacious Tapes,1,1
/product/ds-modified-acrylic/,S1328 DS Modified Acrylic | Tenacious Tapes,1,1
/product/ds-pe-foam-acrylic-white-1mm/,N595 DS PE Foam Acrylic White 1mm | Tenacious Tapes,1,1
/product/ds-pe-foam-tape-2/,DS PE Foam Tape – Tenacious Tapes,1,1
/product/ds-pe-foam-tape/,DS Foam Acrylic 1.6mm Cold Weather – Tenacious Tapes,1,1
/product/ds-pet-acrylic-economy/,M304 DS PET Acrylic Economy | Tenacious Tapes,1,1
/product/ds-pet-differential-adhesive-tape/,U300 DS PET Differential Adhesive Tape | Tenacious Tapes,1,1
/product/ds-pet-scrim-rubber/,H666 DS PET Scrim Rubber | Tenacious Tapes,1,1
/product/ds-premium-cloth/,K5300 DS Premium Cloth | Tenacious Tapes,1,1
/product/ds-tissue/,M593 DS Tissue | Tenacious Tapes,1,1
/product/ds-transfer-atg/,DS Transfer ATG | Tenacious Tapes,1,1
/product/economy-plus-cloth-tape/,Economy Plus Cloth Tape – Tenacious Tapes,1,1
/product/fastfix-secure/,FF10SM Fastfix Secure | Tenacious Tapes,1,1
/product/fibreglass-reinforced-crepe-paper/,A750 Fibreglass Reinforced Crepe Paper | Tenacious Tapes,1,1
/product/fine-line-mask/,FL680 Fine Line Mask | Tenacious Tapes,1,1
/product/flexi-flash-clear/,Flexi Flash Clear | Tenacious Tapes,1,1
/product/floorline-marking-temporary/,Floorline Marking Temporary | Tenacious Tapes,1,1
/product/floorline-marking-temporary/,Floorline Marking Temporary – Tenacious Tapes,1,1
/product/fluoro-cloth-matt-tape/,Fluoro Cloth Matt Tape – Tenacious Tapes,1,1
/product/foamboard-edge-tape/,KF530 Foamboard Edge Tape | Tenacious Tapes,1,1
/product/for-application-by-hand-2/,For application by hand | Tenacious Tapes,1,1
/product/gaffer-matt-general-tape-retail-pack/,Gaffer Matt General Tape Retail Pack – Tenacious Tapes,1,1
/product/gaffer-matt-general-tape/,Gaffer Matt General Tape – Tenacious Tapes,1,0
/product/gaffer-matt-tape-retail-pack/,Gaffer – Super Matt Clean Remove Retail – Tenacious Tapes,1,1
/product/general-purpose-foam/,S1831 General Purpose Foam | Tenacious Tapes,1,1
/product/gt7-lead-free-pvc-electrical-insulation-tape/,General Purpose / Electrical Insulation – Tenacious Tapes,1,1
/product/ipa-surface-prepare-spray/,X250 IPA Surface Prepare Spray | Tenacious Tapes,1,1
/product/k3050-white-pvdf-membrane-butyl-tape/,PVDF Membrane Butyl Tape | Tenacious Tapes,1,1
/product/matt-photo-paper/,K727 Matt Photo Paper | Tenacious Tapes,1,1
/product/metallic-pet/,CT941M Metallic PET Tape | Tenacious Tapes,1,1
/product/metallic-silver-pet/,CT941S Metallic Silver PET | Tenacious Tapes,1,1
/product/pe-clear-protect-tape/,SI32 PE Clear Protect Tape | Tenacious Tapes,1,1
/product/pe-repair-clear/,SI130 PE Repair Clear | Tenacious Tapes,1,1
/product/pemium-bi-directional-crossweave/,G675 Pemium Bi-Directional - Crossweave | Tenacious Tapes,1,1
/product/pet-aluminium-butyl/,K9830 PET Aluminium Butyl | Tenacious Tapes,1,1
/product/pet-protection-optically/,PET Protection Optically – Tenacious Tapes,1,1
/product/pet-splicing-release-coated/,ST854 PET Splicing Release Coated | Tenacious Tapes,1,1
/product/pimpled-roller-wrap/,PS2410 Pimpled Roller Wrap | Tenacious Tapes,1,1
/product/polyester-splicing-tape/,ST8510 Polyester Splicing Tape | Tenacious Tapes,1,1
/product/ppvc-flame-retardant-matt-mixed/,AT7 MIX PPVC Flame Retardant Matt Mixed | Tenacious Tapes,1,1
/product/product-template/,A519 Product Template | Tenacious Tapes,1,1
/product/pt159-chromkey-cloth-matt-tape/,PT159 Chromakey Cloth Matt Tape | Tenacious Tapes,1,1
/product/teflon-film/,P932 Teflon Film | Tenacious Tapes,1,1
/product/uhmw-low-friction-film-5/,H435 UHMW Low Friction Film 5 | Tenacious Tapes,1,1
/product/uv-ultra-repair-tape/,SK612 UV Ultra Repair Tape | Tenacious Tapes,1,1
/product/x-range-starter-kit/,X Range Starter Kit | Tenacious Tapes,1,1
/resources/,Resources – Tenacious Tapes,1,1
/safety-antislip-tapes,Safety - Antislip Tapes,1,1
/safety-retail-hang-sell-packs-antislip-tapes,Safety Retail Hang Sell Packs - Antislip Tapes,1,1
/sm01-utility-grade-crepe-paper-tape/,Page not found | Tenacious Tapes,1,1
/sm300/,SM300 High Performance Tape | Tenacious Tapes,1,1
/survey-thank-you,Page not found | Tenacious Tapes,1,1
/survey/,Help Us Improve | Tenacious Tapes,1,1
/t720-series-foam-acrylic-tapes/,T720 Series Foam Acrylic Tapes | Tenacious Tapes,1,1
/tag/abrasion-resistant-film/,Abrasion Resistant Film | Tenacious Tapes,1,1
/tag/automotive-protection/,Automotive Protection | Tenacious Tapes,1,1
/tag/flame-retardant/,flame retardant – Tenacious Tapes,1,1
/tapes-by-application/,Tapes By Application – Tenacious Tapes,1,1
/teflon-film,Teflon Film,1,1
/tenacious-tapes/Tenacious-Tapes-K185-Cloth-Hazard.pdf,Page not found | Tenacious Tapes,1,0
/thank-you/,Thank you | Tenacious Tapes,1,1
/uncoated-cloth-tapes,Page not found | Tenacious Tapes,1,1
/watch,Watch - Tenacious Tapes Application Videos,1,1
/wp,Page not found | Tenacious Tapes,1,1
/wp-login,Page not found | Tenacious Tapes,1,1
/wpadmin,Page not found | Tenacious Tapes,1,1
/,Rubans adhésifs tenaces - Fournisseur de rubans adhésifs,0,1
/about-us/,À propos de nous | Tenacious Tapes,0,1
/adhesive-tapes-conversions,Page introuvable | Tenacious Tapes,0,1
/adhesive-tapes-glossary/,Glossaire des rubans adhésifs | Rubans adhésifs tenaces,0,1
/adhesive-tapes-range/,Gamme de rubans adhésifs | Rubans adhésifs tenaces,0,1
/premium-cloth-tape,K190 Premium Cloth Tape | Tenacious Tapes,0,1
/product-category/double-sided-tapes/foamed-acrylics-removable/,Acryliques expansés amovibles | Rubans adhésifs tenaces,0,1
/product-category/single-sided-tapes/polyethylene-film/,Film polyéthylène | Rubans adhésifs tenaces,0,1
/product-tag/packaging-strapping/,Emballage et cerclage | Rubans adhésifs tenaces,0,1
/product/pet-protection-optically/,PET光学保护——强力胶带,0,1
/tenacious-tapes/Tenacious-Tapes-AT163-Thermal-Cloth-Tape .pdf,Page not found | Tenacious Tapes,0,1
